PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
NYPDnews,133022865,bluealertus,Blue Alert,"Helping families of fallen Law Enforcement Officers, killed in the line of duty and running the National Blue Alert System.   We are a 501(c)3 Public Charity",81815,38807,2.108253666,U.S.A.,Non-Local,0,1,>10,New York City,Other Sectors
NYPDnews,133464702,nydnlocal,NYDN Local,All the latest updates in your five boroughs from @NYDailyNews.,5083,1041,4.882804995,New York City,Local,0,1,2->10,New York City,Not Identified
NYPDnews,134362298,senatorperalta,Senator Jose Peralta,"Proudly serving Jackson Heights, Corona, Elmhurst, East Elmhurst, Woodside and Astoria Heights.",3634,1256,2.893312102,Queens,Non-Local,0,1,2->10,New York City,Not Identified
VBPD,134857101,pilotvabeach,Virginia Beach,The latest news and information for Virginia Beach from The Virginian-Pilot.,8104,282,28.73758865,"Virginia Beach, Va.",Local,0,1,>10,"Virginia Beach, VA",Media
CLEpolice,137526819,veronimac,Veronica McGraw,Assignment Editor at @WEWS NewsChannel5 Cleveland.  @notredameohio grad..,232,306,0.758169935,"Cleveland,Ohio",Local,0,1,<1,"Cleveland, OH",Media
SFPD,138517584,wiggparty,The Wigg Party,We are an organization working to make the community that rides the Wiggle a leader in the transformation to sustainability. And we wear wigs.,947,1474,0.642469471,"The Wiggle, San Francisco",Local,0,1,<1,"San Francisco, CA",Other Sectors
oaklandpoliceca,139602763,citrusheightspd,Citrus Heights PD,Official Twitter account of the Citrus Heights Police Department. Tweets not monitored 24/7. Please call 911 to report an emergency. RTs are not endorsements.,2707,185,14.63243243,"Citrus Heights, CA",Non-Local,0,1,>10,"Oakland, CA",Police
NYPDnews,141376562,prupaine,Prudence Paine,Conservative libertarian. Libertarian conservative. Southern gentility somewhat abraded by NY grit. Part serious/part silly #politix #media #music #film #books,4484,2057,2.179873602,Land of Sweet Tea,Non-Local,0,1,2->10,New York City,Not Identified
NYPDnews,143132365,nycemswebsite,NYC EMS Website,"Webmaster of The FDNY EMS Website. A look at the life of FDNY EMS EMTs and Paramedics, EMS in general and NYC politics. As always unofficial, satirical and wry.",8433,204,41.33823529,NYC,Local,0,1,>10,New York City,Not Identified
NYPDnews,143525311,hcsosheriff,HCSO,"Our mission ~ to serve, protect, and defend the community while preserving the rights and dignity of all. This account is not monitored 24/7.",12771,3995,3.196745932,"Tampa, FL, USA",Non-Local,0,1,2->10,New York City,Not Identified
CLEpolice,144608937,37crookshankave,#TeamBlatt,"My bathtub lifts up, my walls do a 360. La Familia.",671,511,1.313111546,Cleveland,Local,0,1,1->2,"Cleveland, OH",Not Identified
oaklandpoliceca,148197182,mz__chaz,Chaz Garcia,Live as if you were to die tomorrow. Learn as if you were to live forever. MG,200,369,0.54200542,,Missing,0,1,<1,"Oakland, CA",Not Identified
SFPD,148517828,un_spokesperson,UN Spokesperson,Official Twitter account of the Office of the Spokesperson for United Nations Secretary-General Ban Ki-moon.,246719,563,438.2220249,"New York, USA",Non-Local,0,1,>10,"San Francisco, CA",Not Identified
NYPDnews,148752535,unitedjewish,UJO of Williamsburg,The United Jewish Organizations of Williamsburg and North Brooklyn is the premier social service provider in the area since 1966.,1347,29,46.44827586,"Brooklyn, New York",Local,0,1,>10,New York City,Not Identified
CLEpolice,151973986,wrlconservancy,LandConservancy,"Making our region a more vibrant place to live, work and play.",663,569,1.165202109,,Missing,0,1,1->2,"Cleveland, OH",Not Identified
NYPDnews,152408142,sinycliving,Staten Island NYC ,"Keeping up on whats good, fun and hip on Staten Island New York City  http://www.statenislandnycliving.com",7159,1124,6.369217082,"Staten Island, New York City",Local,0,1,2->10,New York City,Not Identified
SFPD,156342363,evansernoffsky,Evan Sernoffsky,"SF Chronicle reporter. Raised in Oregon. Writer, photographer, massive grammar geek. esernoffsky@sfchronicle.com",2269,1598,1.419899875,San Francisco ,Local,0,1,1->2,"San Francisco, CA",Media
NYPDnews,157078744,mdfop34,MDFOP34 MDTA POLICE,We are the union that represents the men & women who wear the Maryland Transportation Authority Police Uniform.,1702,898,1.89532294,"Maryland, USA",Non-Local,0,1,1->2,New York City,Police
NYPDnews,166286545,ypgoldfeder,Phil Goldfeder,"New York State Assemblyman, 23rd District",3037,1344,2.259672619,"Rockaway, NY",Local,0,1,>10,New York City,Polictician
SFPD,167792994,hyphy_republic,Jaime Omar Yassin,With love's light wings did I o'er-perch these walls; For stony limits cannot hold love out: Oakland/Palestine/Biblioteca Popular/#BlocktheBoat,2187,973,2.247687564,Colombistine,Non-Local,0,1,2->10,"San Francisco, CA",Not Identified
NYPDnews,171792633,stpatsparadenyc,St Pat's Parade NYC,Preparing for the 2015 parade. - Since 1762 - 501(c)(3) http://facebook.com/NYCStPatricksDayParade,1332,2001,0.665667166,"New York, New York",Local,0,1,<1,New York City,Not Identified
CLEpolice,172209120,tweetcamisado,awesome,,322,454,0.709251101, ,Missing,0,1,<1,"Cleveland, OH",Not Provided
NYPDnews,172244796,ny_places,New York Places,"Real-time local buzz for places, events and local deals being tweeted about right now in New York!",17156,6538,2.62404405,New York,Local,0,1,>10,New York City,Not Identified
SFPD,174887592,nataliealund,Natalie Neysa Alund,"Bay Area News Group breaking news reporter, @insidebayarea @mercnews #SF resident, @Steelers fanatic, fluent in #Pittsburghese Tips: nalund@bayareanewsgroup.com",2906,1953,1.48796723,"San Francisco, CA",Local,0,1,1->2,"San Francisco, CA",Media
NYPDnews,177612278,nycha_designer,keith hernandez,"The personal work and opinions of a devoted humanitarian and creative visionary elevating consciousness and helping others, and many great photos of my family!",59,493,0.119675456,"New York, NY",Local,0,1,<1,New York City,Not Identified
CLEpolice,180117260,mattwrighttv,Matt Wright,#Reporter with WJW #Fox8News in #Cleveland. Cleveland's Own. Opinions are my own. Story idea or tip? DM or email: matt.wright@fox8.com,755,565,1.336283186,"Cleveland, OH",Local,0,1,1->2,"Cleveland, OH",Media
SFPD,180186789,sfcrimeink,Crime Ink,"Criminal justice news from San Francisco written by @sfexaminer reporters @jonahowenlamb, @SFEX_RobNagle and @MDBarba",516,130,3.969230769,San Francisco,Local,0,1,2->10,"San Francisco, CA",Media
PortlandPolice,182463189,glennwaco,ig WacoKenobi,NorthBound W.A.C.O. Booking/Press: glennwaco101@gmail.com,1031,734,1.404632153,"St Johns North Portland, OR",Local,0,1,1->2,"Portland, Oregon",Not Identified
boulderpolice,183445484,coachmikemac,Coach Mike MacIntyre,Head Football Coach of the Colorado Buffaloes giving you updates from within the program.,8169,399,20.47368421,"Boulder, Colo.",Local,0,1,>10,"Boulder, CO",Other Sectors
SpokanePD,188979926,spokanehealth,SRHD,The Spokane Regional Health District serves as the region's public health leader and partner to protect and improve the community's health.,1475,756,1.951058201,"Spokane, WA",Local,0,1,1->2,"Spokane, WA",Other Sectors
SFPD,190640054,kentuckyviews,Marjorie Sloan,"I will creep your tl 4 protest pics. when I hit rt limit, I fave.  #BlackLivesMatter #HandsUpKY  Œ_ŒÈŒÇ  i follow eyewitnesses.welcome to the revolution. #ShutItDown",1288,2000,0.644,"Lexington, KY",Non-Local,0,1,<1,"San Francisco, CA",Not Identified
NYPDnews,190856579,vokarondon,Klubba Lang ,http://FwahRadio.com,3364,987,3.408308004,Making a sucker uncomfortable,Non-Local,0,1,2->10,New York City,Not Identified
NYPDnews,192871890,dash_30_dash,Stephanie M-S,"Strategic Communications for a Canadian police service. #lesm #socialmedia #marketing #corpcomms #PR. Redhead, klutz, coffee addict, kitchen dancer.",1638,1993,0.821876568,,Missing,0,1,<1,New York City,Other Sectors
detroitpolice,194575920,tarynasherfox2,Taryn Asher,Emmy Award Winning Reporter/Anchor/CoHost Let it Rip Weekend - Love my job and telling your stories!,8499,356,23.87359551,,Missing,0,1,>10,"City of Detroit, MI",Media
SLMPD,198430298,missjupiter1957,Heather Œ_ŒÈíó,#Ferguson/#STL Ustream channel: http://ustream.tv/channel/heatheŒ_í__ #StopAbleism2015 #BlackLivesMatter #DisabilitySolidarity #EhlersDanlosSyndrome,4704,4021,1.169858244,Show Me Misery,Non-Local,0,1,1->2,"St. Louis, MO",Not Identified
CLEpolice,199606534,trueblacknews,TrueBlackNews,#BLACKLIVESMATTER  Dr. Kwame Nkrumah Says to all black people. All over the world: The secret of life is to have no fear #BlackLivesMatter #WeWillShootBack,15183,9734,1.559790425,United States,Non-Local,0,1,1->2,"Cleveland, OH",Not Identified
PortlandPolice,204984248,htcrelay,HTC/PTC Relays,"The largest relay race in the world with 1,050 teams covering 200 miles from Mt. Hood to the Pacific.  August 28th-29th, 2015! #HTC15",4431,1923,2.304212168,"Portland, Oregon",Local,0,1,2->10,"Portland, Oregon",Not Identified
oaklandpoliceca,205531045,blakedontcrack,BLyfe,Black Power-UC Berkeley-Poli Sci and Black Studies-Poet and Writer-Opinions my own. @CalBSU @TheAbcMovement,1922,315,6.101587302,Home of Huey P ,Non-Local,0,1,2->10,"Oakland, CA",Media
SFPD,207684836,sfgovtv,SFGovTV,"SFGovTV & SFGovTV2, San Francisco's Cable Channels 26 and 78, provide the City & County of San Francisco access to quality government television programming.",1423,369,3.856368564,San Francisco City Hall,Local,0,1,2->10,"San Francisco, CA",Not Identified
NYPDnews,209814743,brooklynspoke,Brooklyn Spoke,"I'm Doug Gordon. Documentary TV producer, writer, livable streets advocate, father. It's not about the bike.",7706,672,11.4672619,"Brooklyn, NY",Local,0,1,>10,New York City,Other Sectors
NYPDnews,210486078,randicecilia,Randi C. Gray,"Saturday. May 16, 2015. 3:00 pm.",374,229,1.633187773,"memphis, tn",Non-Local,0,1,1->2,New York City,Not Identified
SpokanePD,212479621,grantb911,T. Grant,"Husband, Father, Hot Chicken Connoisseur... News Junkie -- (RT's Always Equal Endorsement)",569,683,0.833089312,"Nashville, Tennessee",Non-Local,0,1,<1,"Spokane, WA",Media
CLEpolice,213685662,fearlessnfree,Magical Mermaid ,Black Girl Magic Saved My Life Œ_íèŒå #BLACKLivesMatter #LoverOfBlackPeople #BlackAcademic #Organizer Love and Support is Always Welcomed.,959,1274,0.752747253,BIFC ,Non-Local,0,1,<1,"Cleveland, OH",Not Identified
NYPDnews,214085948,misaskim,Misaskim ,Understanding tragedy with compassion. Coordinating crisis with expertise.,2011,111,18.11711712,"Brooklyn, NY ",Local,0,1,>10,New York City,Not Identified
NYPDnews,214976391,mayorscau,NYC Mayor's CAU,The Mayor's Community Affairs Unit connects NYC neighborhoods & New Yorkers to City Hall. http://www1.nyc.gov/home/social-media-privacy-policy.page,6133,1701,3.605526161,"New York, NY",Local,0,1,2->10,New York City,Polictician
NYPDnews,218230671,britpolicerugby,British Police Rugby,The British Police Rugby Union Section. https://www.facebook.com/pages/British-Police-Rugby/178916362122723,721,82,8.792682927,United Kingdom,Non-Local,0,1,>10,New York City,Police
SpokanePD,223565574,myfoxspokane,FOX 28 ,Spokane's Television and Entertainment source - Everybody's watching! http://goo.gl/9xFzU,2269,1486,1.5269179,"Spokane, WA",Local,0,1,1->2,"Spokane, WA",Not Identified
PortlandPolice,223587964,maxoregonian,Maxine Bernstein,Covers law enforcement for @Oregonian.,2496,409,6.102689487,"Portland, OR",Local,0,1,2->10,"Portland, Oregon",Other Sectors
SpokanePD,224312817,inbachamber,INBA,"The INBA is the region's LGBT Chamber of Commerce, serving Eastern Washington & North Idaho. [Commenting: http://bit.ly/INBApolicy]",362,224,1.616071429,"Spokane, Washington",Local,0,1,1->2,"Spokane, WA",Not Identified
NYPDnews,225239283,hcpolice,Harvey Cedars Police,"This is the official Twitter account for the Harvey Cedars Police Department. We are located on LBI, NJ. Local news and info shared. RT's are not endoresmemts.",3657,507,7.213017751,"Harvey Cedars, NJ",Non-Local,0,1,2->10,New York City,Police
SLMPD,227572613,cjm_stl,CJM StLouis,"Since 1979, Criminal Justice Ministry  has served prisoners,  families, ex-offenders, & other involved in the system.   Affiliated with the Archdiocese STL.",328,819,0.4004884,"St. Louis, MO",Local,0,1,<1,"St. Louis, MO",Other Sectors
VBPD,231158370,yea_im_jamaican,Œ_íèŒåYardcore YazŒ_íèŒå ,The shit you hear about me COULD  be true OR it could be as FAKE as the BITCH that told you... ZEEN? IG:yea_im_jamaican #RavensNation,2524,864,2.921296296,probably at work |Virginia|,Local,0,1,>10,"Virginia Beach, VA",Not Identified
PortlandPolice,231929934,ulpdx,Urban League of PDX,"Our mission is to empower African Americans and other Oregonians to achieve equality in education, employment and economic opportunity. Join today.",1269,516,2.459302326,"Portland, OR",Local,0,1,2->10,"Portland, Oregon",Other Sectors
SpokanePD,233290047,khqcjohnson,Cynthia Johnson,"Reporter for @KHQLocalNews. WA by way of ND, MN and IL. Sweet home Chicago. Email me at cynthia.johnson@khq.com.",853,624,1.366987179,"Spokane, WA",Local,0,1,1->2,"Spokane, WA",Media
SFPD,234451553,texastoasted13,Candice ,,17,78,0.217948718,,Missing,0,1,<1,"San Francisco, CA",Not Provided
SLMPD,235188934,ward24stl,Scott Ogilvie,"24th Ward Alderman, St. Louis City. Serving the neighborhoods south of Forest Park. Vote April 7th, 2015!",3240,251,12.90836653,"24th Ward, St. Louis, MO ",Local,0,1,>10,"St. Louis, MO",Not Identified
CLEpolice,238133619,clevideos,CLEvideos,"Videographer at Northeast Ohio Media Group and http://cleveland.com covering sports, news and features in Cleveland, Ohio.",1303,609,2.139573071,"Cleveland, Ohio",Local,0,1,>10,"Cleveland, OH",Media
SLMPD,239509917,mspackyetti,Miss Packnett,Exec. Dir. of @TFASTL. Students named me MsPackyetti. Justice always. Family always. Faith always. And good things sprinkled between. Thoughts = MINE ONLY.,8592,1685,5.099109792,STL. DC. #Ferguson. ,Non-Local,0,1,2->10,"St. Louis, MO",Not Identified
NYPDnews,241158245,nycprogressives,Progressive Caucus,"working toward a more equal, more just New York City",2707,287,9.432055749,NYC,Local,0,1,>10,New York City,Not Identified
NYPDnews,242925135,publicpolicylab,Public Policy Lab,We help Americans build better lives by improving the design and delivery of public services.,1909,588,3.246598639,New York City,Local,0,1,>10,New York City,Other Sectors
CLEpolice,247399925,danderoos19,Dan DeRoos ,"19 Action News Reporter/Anchor, Northeast Ohio-Iowa Alum President. Hawk fan, Beer fan, golf fan, life fan.",1743,954,1.827044025,Cleveland,Local,0,1,1->2,"Cleveland, OH",Media
SLMPD,250397073,anoncopwatch,Anon Cop Watch,,27304,940,29.04680851,Everywhere,Non-Local,0,1,>10,"St. Louis, MO",Not Provided
NYPDnews,250884927,nycgov,City of New York,"Official New York City government Twitter.  Keep up with NYC news, services, programs, free events and emergency notifications

http://nyc.gov/socialmediapolicy",329646,183,1801.344262,New York City,Local,0,1,>10,New York City,Not Identified
NYPDnews,251634768,stojkovic_alex,Alex Stojkovic,"I am a Œ_í_íèforty-somethingŒ_í_Œù communication evangelist who eats, sleeps and breathes everything marketing - call me borderline obsessive. Founder of @followrocket_TO",28791,25318,1.137175132,"Toronto, Canada",Non-Local,0,1,1->2,New York City,Other Sectors
NYPDnews,251892709,massstatepolice,Mass State Police,"Official Twitter account of the Massachusetts State Police.



This Twitter account is not monitored 24/7.  To report a crime dial 9-1-1.



https://t.co/cQvSJsTHuR",186542,486,383.8312757,Massachusetts,Non-Local,0,1,>10,New York City,Police
NYPDnews,253563556,miamidadepd,Miami-Dade Police ,"Welcome to the official Twitter page of the MDPD. EMERGENCIES - DIAL 911.         Non-Emergencies, call 305-4-POLICE (765423).",10085,206,48.95631068,"Miami-Dade County, Florida",Non-Local,0,1,>10,New York City,Police
oaklandpoliceca,254172719,sonnylebythebay,Sonny LíëŒé,"A communications strategist who's ready for new challenges | Prone to tweet about fado, reggae, African & Brazilian music, cooking, gardening, dog & cats.",2854,1496,1.907754011,"Oakland, California",Local,0,1,1->2,"Oakland, CA",Not Identified
detroitpolice,256563453,detlistener,Leland K. Bassett,Chairman & CEO of Bassett & Bassett Communication Managers and Counselors. LinkedIn:http://www.linkedin.com/in/lelandbassett Opinions my own,951,351,2.709401709,"Detroit, MI USA",Local,0,1,>10,"City of Detroit, MI",Other Sectors
NYPDnews,258113996,daveevansabc7,Dave Evans,"Dave Evans is the political reporter for WABC-TV in New York City. an avid runner, swimmer, cook, geek about history",4659,463,10.06263499,New York City,Local,0,1,>10,New York City,Media
detroitpolice,258784821,tv20detroit,TV20 Detroit,Like us on Facebook: http://www.facebook.com/pages/My-TV20-Detroit/186367169354?fref=ts,1061,69,15.37681159,Detroit,Local,0,1,>10,"City of Detroit, MI",Not Identified
NYPDnews,259817328,vtstatepolice,Vermont State Police,"We are leaders in law enforcement & strive to make Vermont the safest state in the nation.  Twitter not monitored 24/7.  For emergencies, please call 911.",15252,369,41.33333333,Vermont,Non-Local,0,1,>10,New York City,Other Sectors
SFPD,259990980,sfcity_hall,SF City Hall ,"The ONLY official twitter account for San Francisco City Hall, run by the San Francisco General Services Agency. Just a majestic building in the Civic Center.",3203,129,24.82945736,1 Dr Carlton B Goodlett Place,Local,0,1,>10,"San Francisco, CA",Not Identified
NYPDnews,260124136,nypdmuslim,NYPDMOS,NYPD Muslim Officers Society - The NationŒ_í_ŒÈs first fraternal organization proudly representing Muslim American Law Enforcement Members,744,122,6.098360656,New York,Local,0,1,>10,New York City,Not Identified
NYPDnews,263484216,yonkersoem40,YONKERS   OEM 40,"Emergency Communication Coordinator City of Yonkers 

Office of Emergency Management

Skywarn Deputy for Westchester County",2322,802,2.895261845,28 Wells Ave Yonkers NY 10701,Local,0,1,>10,New York City,Police
ScottsdalePD,263805261,nsindependent,NS Independent,"Welcome to the OFFICIAL Twitter page for the Scottsdale Independent! The Independent is distributed to 15,000 homes every Wednesday.",923,1678,0.550059595,"Scottsdale, Arizona",Local,0,1,<1,"Scottsdale, Arizona",Not Identified
NYPDnews,268950193,gersonborrero,I can't breathe!,"Political Commentator @NY1 @NY1Noticias, Editor-at-Large @CityAndStateNY and Columnist, Host @HITN-TV and Former EIC @eldiariony",6061,710,8.536619718,,Missing,0,1,2->10,New York City,Media
NYPDnews,270716871,gang_greene,KING E,,1879,882,2.130385488,,Missing,0,1,2->10,New York City,Not Provided
boulderpolice,271582522,colleenferreira,Colleen Ferreira,"Reporter, NBC @9News | Chicago native, deep dish pizza addict | #GoIrish #LoveTheeNotreDame",3236,1349,2.398813936,"Denver, Colorado",Non-Local,0,1,2->10,"Boulder, CO",Media
SFPD,274580947,colevalleysf,colevalleysf,http://ColeValleySF.com is a website dedicated to the Cole Valley neighborhood and its residents. Tweets by @elles_88,1330,754,1.763925729,"Cole Valley, San Francisco, CA",Local,0,1,1->2,"San Francisco, CA",Not Identified
oaklandpoliceca,277306492,lynettegm,L.Gibson McElhaney,"Oakland City Councilmember, District 3",1788,1263,1.41567696,"Oakland, CA",Local,0,1,1->2,"Oakland, CA",Polictician
CLEpolice,278088173,ohio_ohs,OhioHomelandSecurity,,2954,382,7.732984293,,Missing,0,1,>10,"Cleveland, OH",Not Provided
NYPDnews,278144816,fios1news_li,FiOS1 Long Island,"Verizon FiOS1 Long Island Œ_í_íÍ your source for up to the minute hyper-local news, traffic weather, sports and community programming on FiOS TV channels 501 & 1.",4671,606,7.707920792,"Long Island, New York",Local,0,1,2->10,New York City,Media
oaklandpoliceca,279390084,youranonnews,Anonymous,"Signal boost for Anonymous operations, resistance movements, & journalism.



Who is #RobertDoggart?",1464789,958,1529.007307,Right behind you.,Non-Local,0,1,>10,"Oakland, CA",Not Identified
NYPDnews,283830150,marktreyger718,Mark Treyger,NYC Council Member - 47th District - proud former NYC public school teacher and devoted Brooklynite,2006,1590,1.26163522,,Missing,0,1,1->2,New York City,Polictician
VBPD,285717433,jasonmarkswavy,Jason Marks ,Emmy/Murrow Award Winning Reporter for WAVY-TV/Fox43 News..  Life long Atlanta Braves lover!!!,1112,90,12.35555556,,Missing,0,1,>10,"Virginia Beach, VA",Media
SpokanePD,288153991,m_feeney,Matthew Feeney,@CatoInstitute policy analyst. Liberal (of the classical variety). Opinions are mine. RTs =/= endorsements. Fan of proper tea rites.,1479,1853,0.798165138,"Arlington, VA",Non-Local,0,1,<1,"Spokane, WA",Other Sectors
SFPD,295951367,nlgsf,NLG SF,The San Francisco Bay Area Chapter of the National Lawyers Guild. Human rights trump property interests.,1122,127,8.834645669,,Missing,0,1,2->10,"San Francisco, CA",Not Identified
NYPDnews,306923120,melissaelstein,GoodEnergyYogaReiki ,"Certified yoga, pilates-mat, ballet teacher, Reiki practitioner,Tai Chi Easy/ Qigong facilitator, co-founder W. 80s Neighborhood Assoc., eco-activist",439,2001,0.219390305,NYC,Local,0,1,<1,New York City,Other Sectors
CLEpolice,314063063,barkfu,Heel Ryan,#Atheist #photographer #cleveland #wwe #asshole. Dean Ambrose is my spirit animal. BOMBS AWAY BITCHES!,550,476,1.155462185,CLEVELAND,Local,0,1,1->2,"Cleveland, OH",Other Sectors
detroitpolice,314670546,movementdetroit,Movement Detroit,#MovementDetroit has become the ultimate stage for the city that founded #Techno music to showcase its electronic #music muscle. May 23-25/2015/#HartPlaza/#DET,23732,5287,4.488745981,"Detroit, MI",Local,0,1,2->10,"City of Detroit, MI",Other Sectors
NYPDnews,314957232,kevinvesey,Kevin Vesey,"Award Winning Multimedia Journalist, Globe-trotter, Proud Mets/Rangers Fan. All tweets are my own.",159,126,1.261904762,"Long Island, NY",Local,0,1,1->2,New York City,Media
StocktonPolice,317399128,tia_ewing,Tia A. Ewing,@Fox40 Weekend Anchor|Reporter with a big heart. Chicago Born. #OhioState|#PointParkUniversity grad. Known as the dancing anchor!,3017,3146,0.95899555,"Sacramento, California",Non-Local,0,1,<1,"Stockton, CA, USA",Media
NYPDnews,319785911,sengianaris,Sen. Mike Gianaris,"NY State Senator representing Astoria, LIC, Sunnyside, Woodside, Ridgewood and Woodhaven. Deputy Democratic Leader",3360,402,8.358208955,New York,Local,0,1,2->10,New York City,Polictician
detroitpolice,321796839,bigar__,Unknown,Staying lowkey,816,623,1.309791332,,Missing,0,1,1->2,"City of Detroit, MI",Not Identified
SFPD,322937211,georgegascon,George Gascíë_n,Honored to serve as the elected District Attorney for the City & County of San Francisco. I'm working to make SF the safest large city in America.,2020,1703,1.186142102,San Francisco,Local,0,1,1->2,"San Francisco, CA",Polictician
SLMPD,323602481,kadelopa,Karen,"Over-thinker, over-empathizer, guilted way too easily. Prone to moments of blondeness, klutziness and stunningly bad dressing.",194,213,0.910798122,Colorado,Non-Local,0,1,<1,"St. Louis, MO",Not Identified
NYPDnews,326399268,rabbiafriedman,Rabbi Abe Friedman,Inter-Goverment Affairs / Community Leader - Community and Law Enforcement working together for a better tomorrow and a safer community,4717,1031,4.575169738,,Missing,0,1,>10,New York City,Other Sectors
NYPDnews,329709377,bspitzer,Barry Spitzer,District Manager of Brooklyn Community Board 12. Tweets are my own and reflect my views only. RTs are not an endorsement.,666,265,2.513207547,,Missing,0,1,>10,New York City,Other Sectors
SLMPD,335699476,caraspencerstl,Cara Spencer,Alderman of the 20th Ward; a unique and diverse part of this great city.,905,885,1.02259887,Saint Louis,Local,0,1,1->2,"St. Louis, MO",Not Identified
SLMPD,341465962,cassfm,Cassidy Moody,"Musings on news, sports & beer from South St. Louis - @ksdknews producer - Tweets are my own",1077,593,1.81618887,St. Louis,Local,0,1,1->2,"St. Louis, MO",Media
SFPD,342868710,sfdbi,sfdbi,The official Twitter page for the San Francisco Department of Building Inspection. Like us on Facebook! http://www.facebook.com/sfdbi,346,305,1.13442623,1660 Mission Street | 558-6088,Non-Local,0,1,1->2,"San Francisco, CA",Not Identified
NYPDnews,343655288,yourstrulyas,march 16th,3.4.15 Œ_íèŒå,21044,15412,1.365429535,taken by @FresH_BoY_Will Œ_Œù_Œ´í_Œè,Non-Local,0,1,1->2,New York City,Not Identified
StocktonPolice,346707432,calchiefs,CalChiefs,We aim to be an effective and respected voice for all California Police Chiefs.,2880,406,7.093596059,,Missing,0,1,2->10,"Stockton, CA, USA",Not Identified
SLMPD,347451363,andybankertv,Andy Banker,"News Anchor/Reporter, Stadium Announcer-St. Louis Rams, Proud #Illini & Althoff Crusader",5901,553,10.67088608,"St. Louis, MO",Local,0,1,>10,"St. Louis, MO",Media
SFPD,351548938,pastormykmac,Michael McBride,"I love God...love my family...and am committed to serve the people!!! Husband, Father, Son, Brother, Pastor, Social Justice, 49ers, Lakers, Love The Bay Area!",3448,1469,2.347174949,www.thewayberkeley.org,Non-Local,0,1,2->10,"San Francisco, CA",Not Identified
NYPDnews,351895654,thewavenews,The Wave Newspaper,,3008,607,4.955518946,Rockaway Beach NY,Local,0,1,>10,New York City,Not Provided
NYPDnews,357092583,jumaanewilliams,Jumaane D. Williams,"I represent the 45th NYC Council District, covering East Flatbush, Flatbush, Flatlands, and Midwood. Deputy Leader & Chair, Committee on Housing and Buildings.",10807,1010,10.7,"Brooklyn, NY",Local,0,1,>10,New York City,Polictician
SLMPD,362050559,dreadhead_46,Derk Brown,Ferguson Front Line Activist,1435,258,5.562015504,"St Louis, MO",Local,0,1,2->10,"St. Louis, MO",Not Identified
NYPDnews,372811943,wspushomrim,Williamsburg Shomrim,Keeping the Williamsburg community safe,999,24,41.625,Williamsburg,Non-Local,0,1,>10,New York City,Other Sectors
NYPDnews,375289365,joe_lozito,Joe Lozito,Proud family man! Author of The New York Subway Hero:My Battle with Evil...and a Spree-Killer!! @BellmoreKBMMA @GLORY_WS @ufc @NYIslanders @Braves @buffalobills,6527,6486,1.006321307,That guy from the subway,Non-Local,0,1,1->2,New York City,Not Identified
CLEpolice,377071661,occupycleveland,Occupy Cleveland,Free Speech and Free Assembly on Public Square. We are the 99%,12136,1087,11.16467341,"Cleveland, Ohio",Local,0,1,>10,"Cleveland, OH",Other Sectors
NYPDnews,380319978,jenniferciaccia,Jennifer Ciaccia,Detective and Public Information Officer for Cleveland Division of Police. Tweets are my own.,718,461,1.557483731,"Cleveland, Ohio",Non-Local,0,1,1->2,New York City,Police
SFPD,381470791,taramoriarty1,taramoriarty,"KTVU Reporter, UCLA Bachelor's Degree, University of Missouri-Columbia Master's Degree, Married Mother of Three",4250,1046,4.063097514,,Missing,0,1,2->10,"San Francisco, CA",Media
oaklandpoliceca,383558512,occupyoakland,Occupy Oakland,News of resistance in Oakland and across the Earth. No love for capitalism.,45422,1375,33.03418182,"Oakland, CA",Local,0,1,>10,"Oakland, CA",Media
StocktonPolice,385429543,repmcnerney,Jerry McNerney,Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://www.facebook.com/jerrymcnerney,5320,503,10.57654076,"Stockton, CA",Local,0,1,>10,"Stockton, CA, USA",Polictician
SFPD,386424543,occupyfr,Occupy France,"Info on Occupy Movements in France and in the world

http://forum.occupyfrance.org

IRC: http://occupyfrance.org/chat-irc",4395,787,5.584498094,Paris,Non-Local,0,1,>10,"San Francisco, CA",Not Identified
NYPDnews,389812363,lucyyang7,Lucy Yang,Lucy Yang is a reporter for Eyewitness News on Channel 7 WABC-TV in New York City.,6276,307,20.44299674,New York City,Local,0,1,>10,New York City,Media
NYPDnews,393722421,heynowjo,Jimmy Oddo,"I am the Borough President of Staten Island. Expect updates on the community & pithy rants on news, government, politics & sports. Proud member of #mongonation",3677,262,14.03435115,"Staten Island, NY",Local,0,1,>10,New York City,Media
oaklandpoliceca,396949974,wiseoldsnail,wiseoldsnail,lifting the veil,465,883,0.526613817,earth,Non-Local,0,1,<1,"Oakland, CA",Not Identified
SLMPD,399224799,rebelutionary_z,Rebelutionary Z,"Citizen Journalist/Livestreamer ~ From Chicago to StLouis to New York to Oakland to Baltimore 

#WorldWatchesFerguson

FUNDRAZR: http://fnd.us/c/d11eX0/sh/f42xNd",15095,624,24.19070513,Back in Ferguson,Local,0,1,>10,"St. Louis, MO",Not Identified
